"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"71","9.319040451","Sagemcom_7d:5b:41","Broadcast","802.11","432","-84dBm","Beacon frame, SN=3577, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"72","9.421490886","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3579, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"73","9.523859030","Sagemcom_7d:5b:41","Broadcast","802.11","440","-84dBm","Beacon frame, SN=3580, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"74","9.626273415","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3582, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"75","9.728779807","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3583, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"76","9.831294439","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3584, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"77","9.933628056","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3585, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"78","10.036031015","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3586, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"79","10.138279262","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3587, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"80","10.240917280","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3588, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"81","10.242052740","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-84dBm","Data, SN=3589, FN=0, Flags=.p....F."
"82","10.343217815","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3590, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"83","10.445731040","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3591, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"84","10.548003822","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3592, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"85","10.549051438","Sagemcom_7d:5b:3f","Broadcast","802.11","120","-84dBm","Data, SN=3593, FN=0, Flags=.p....F."
"86","10.650336961","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3594, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"87","10.752912293","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3595, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"88","10.855249485","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3596, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"89","11.060072744","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3598, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"90","11.162475664","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3599, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"91","11.264816684","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=3600, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"92","11.469558855","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=3604, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"93","11.571904825","Sagemcom_7d:5b:41","Broadcast","802.11","440","-94dBm","Beacon frame, SN=3605, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"94","11.776964748","Sagemcom_7d:5b:41","Broadcast","802.11","290","-96dBm","Beacon frame, SN=3608, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"95","11.981732471","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3610, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"96","13.415446251","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3628, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"97","13.454559502","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-94dBm","Clear-to-send, Flags=........"
"98","13.457027470","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-96dBm","Clear-to-send, Flags=........"
"99","13.517893135","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=3629, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"100","13.722678620","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=3632, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"101","15.463665144","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3654, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"102","15.770734638","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3659, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"103","15.975919087","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3661, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"104","16.078165206","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3662, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"105","16.180336253","Sagemcom_7d:5b:41","Broadcast","802.11","290","-94dBm","Beacon frame, SN=3663, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"106","16.487657448","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3667, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"107","16.590168195","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3668, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"108","16.692467118","Sagemcom_7d:5b:41","Broadcast","802.11","440","-86dBm","Beacon frame, SN=3669, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"109","16.695652127","RivetNet_f4:86:f7","IPv4mcast_7f:ff:fa","802.11","276","-84dBm","Data, SN=3671, FN=0, Flags=.p....F."
"110","16.794944486","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3672, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"111","16.897323747","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3673, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"112","16.999706149","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3674, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"113","17.102135191","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3675, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"114","17.204547834","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3676, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"115","17.205849541","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=3677, FN=0, Flags=.p....F."
"116","17.306964351","Sagemcom_7d:5b:41","Broadcast","802.11","432","-84dBm","Beacon frame, SN=3678, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"117","17.410246762","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3680, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"118","17.511761352","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3681, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"119","17.614103928","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3682, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"120","17.615100546","Sagemcom_7d:5b:3f","Broadcast","802.11","120","-86dBm","Data, SN=3683, FN=0, Flags=.p....F."
"121","17.716630344","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3684, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"122","17.718868281","RivetNet_f4:86:f7","IPv4mcast_7f:ff:fa","802.11","276","-86dBm","Data, SN=3685, FN=0, Flags=.p....F."
"123","17.818984289","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3686, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"124","17.921295683","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3687, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"125","18.023839943","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3688, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"126","18.126263709","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3689, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"127","18.228639935","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=3690, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"128","18.229955203","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=3691, FN=0, Flags=.p....F."
"129","18.331099253","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3692, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"130","18.433723903","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3693, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"131","18.535939920","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=3694, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"132","18.638555848","Sagemcom_7d:5b:41","Broadcast","802.11","440","-86dBm","Beacon frame, SN=3695, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"133","18.740633321","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3697, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"134","18.843019821","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3698, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"135","18.945505608","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3699, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"136","19.047929318","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3700, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"137","19.150363600","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3701, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"138","19.252634326","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3702, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"139","19.254409413","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=3703, FN=0, Flags=.p....F."
"140","19.355122349","Sagemcom_7d:5b:41","Broadcast","802.11","432","-84dBm","Beacon frame, SN=3704, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"141","19.457626411","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3706, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"142","19.559919358","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3707, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"143","19.662409915","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3708, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"144","19.663272096","Sagemcom_7d:5b:3f","Broadcast","802.11","120","-86dBm","Data, SN=3709, FN=0, Flags=.p....F."
"145","19.764707082","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3710, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"146","19.867188363","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3711, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"147","19.969506764","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3712, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"148","20.072138177","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3713, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"149","20.174358551","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3714, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"150","20.276656399","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3715, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"151","20.278143393","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-84dBm","Data, SN=3716, FN=0, Flags=.p....F."
"152","20.379211684","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3717, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"153","20.481640842","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=3718, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"154","20.583959826","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3719, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"155","20.686850126","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=3720, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"156","20.687558264","Sagemcom_7d:5b:3f","Broadcast","802.11","120","-88dBm","Data, SN=3721, FN=0, Flags=.p....F."
"157","20.892042073","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3723, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"158","20.937269674","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"159","20.939853326","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"160","20.942072939","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"161","21.095896733","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3725, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"162","21.198517736","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=3726, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
