"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"1","0.000000000","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1064, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"2","0.107512330","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1065, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"3","0.206668961","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1066, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"4","0.307209157","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1067, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"5","0.409651423","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1068, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"6","0.411345174","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1069, FN=0, Flags=.p....F."
"7","0.512368825","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1070, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"8","0.614809369","Sagemcom_7d:5b:41","Broadcast","802.11","432","-86dBm","Beacon frame, SN=1071, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"9","0.717167072","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1073, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"10","0.819213368","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1074, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"11","0.822637813","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","428","-86dBm","Data, SN=1075, FN=0, Flags=.pm...F."
"12","0.826023159","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","419","-86dBm","Data, SN=1076, FN=0, Flags=.p....F."
"13","0.888585978","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"14","0.890780943","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"15","0.893440563","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"16","0.895851297","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"17","0.900024014","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-92dBm","Clear-to-send, Flags=........"
"18","0.911614263","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"19","0.918650904","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"20","0.921539599","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1077, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"21","0.925624413","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"22","0.932513530","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","471","-86dBm","Data, SN=1078, FN=0, Flags=.pm...F."
"23","0.937629684","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","483","-86dBm","Data, SN=1079, FN=0, Flags=.p....F."
"24","1.024297267","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=1080, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"25","1.027891567","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","485","-86dBm","Data, SN=1081, FN=0, Flags=.pm...F."
"26","1.032018292","Sagemcom_7d:5b:3f","IPv4mcast_7f:ff:fa","802.11","499","-86dBm","Data, SN=1082, FN=0, Flags=.p....F."
"27","1.228744672","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1084, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"28","1.248145885","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-86dBm","Clear-to-send, Flags=........"
"29","1.331201533","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1085, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"30","1.332607193","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1086, FN=0, Flags=.p....F."
"31","1.433567649","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1087, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"32","1.535966637","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1088, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"33","1.638645498","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1089, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"34","1.740744058","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1090, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"35","1.843137443","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1091, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"36","1.945535947","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1092, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"37","2.047966855","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1093, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"38","2.150403609","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1094, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"39","2.252830765","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1095, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"40","2.355173183","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1096, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"41","2.356573458","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-88dBm","Data, SN=1097, FN=0, Flags=.p....F."
"42","2.457836792","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=1098, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"43","2.559935731","Sagemcom_7d:5b:41","Broadcast","802.11","432","-86dBm","Beacon frame, SN=1099, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"44","2.662418834","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1101, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"45","2.765030636","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1102, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"46","2.867160810","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1103, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"47","3.071958858","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1105, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"48","3.174380762","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1106, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"49","3.379169248","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1108, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"50","3.380571999","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-88dBm","Data, SN=1109, FN=0, Flags=.p....F."
"51","3.481825438","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1110, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"52","3.584110472","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1111, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"53","3.686283598","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1112, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"54","3.788741477","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1113, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"55","3.891162367","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1114, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"56","3.993563908","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1115, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"57","4.012305137","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-88dBm","Clear-to-send, Flags=........"
"58","4.608383290","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1122, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"59","4.710816798","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1124, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"60","4.813218222","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1125, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"61","4.915114086","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1126, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"62","5.017564276","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1127, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"63","5.119963963","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1128, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"64","5.222345128","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1129, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"65","5.324704649","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1130, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"66","5.326153167","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1131, FN=0, Flags=.p....F."
"67","5.427095405","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1132, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"68","5.529524263","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1133, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"69","5.632207175","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1134, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"70","5.734313847","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1135, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"71","5.836710409","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1136, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"72","5.939114921","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1137, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"73","6.041553396","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1138, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"74","6.143942454","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1139, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"75","6.246319193","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1140, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"76","6.348631242","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1141, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"77","6.350056831","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1142, FN=0, Flags=.p....F."
"78","6.451400733","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1143, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"79","6.553446294","Sagemcom_7d:5b:41","Broadcast","802.11","432","-84dBm","Beacon frame, SN=1144, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"80","6.655955514","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1146, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"81","6.758323775","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1147, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"82","6.860702024","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1148, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"83","6.963119485","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1149, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"84","7.065533018","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1150, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"85","7.086596397","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (TA)","Sagemcom_7d:5b:41 (5c:b1:3e:7d:5b:41) (RA)","802.11","108","-94dBm","Request-to-send, Flags=........"
"86","7.167921974","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1151, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"87","7.372905383","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1153, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"88","7.374096946","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-84dBm","Data, SN=1154, FN=0, Flags=.p....F."
"89","7.475121740","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1155, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"90","7.577466150","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1156, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"91","7.679922314","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1157, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"92","7.782276133","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1158, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"93","7.884700449","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1159, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"94","7.987114263","Sagemcom_7d:5b:41","Broadcast","802.11","290","-92dBm","Beacon frame, SN=1160, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"95","8.089521804","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1161, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"96","8.192169347","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1162, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"97","8.294306312","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1163, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"98","8.396715219","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1164, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"99","8.398100243","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1165, FN=0, Flags=.p....F."
"100","8.499069574","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1166, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"101","8.602241993","Sagemcom_7d:5b:41","Broadcast","802.11","432","-86dBm","Beacon frame, SN=1167, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"102","8.704384454","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1169, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"103","8.806823120","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1170, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"104","8.908607109","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1171, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"105","9.011125239","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1172, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"106","9.113424696","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1173, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"107","9.215892255","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1174, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"108","9.420684160","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1176, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"109","9.422081907","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-88dBm","Data, SN=1177, FN=0, Flags=.p....F."
"110","9.523103995","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1178, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"111","9.625477459","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1179, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"112","9.643418904","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-90dBm","Clear-to-send, Flags=........"
"113","9.645739816","","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (RA)","802.11","36","-90dBm","Clear-to-send, Flags=........"
"114","9.728075924","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1180, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"115","9.830281976","Sagemcom_7d:5b:41","Broadcast","802.11","290","-90dBm","Beacon frame, SN=1181, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"116","9.932599209","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1182, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"117","10.035061700","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1183, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"118","10.137410427","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1184, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"119","10.239848449","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1185, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"120","10.342299677","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1186, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"121","10.343689075","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1187, FN=0, Flags=.p....F."
"122","10.444590073","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1188, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"123","10.547092114","Sagemcom_7d:5b:41","Broadcast","802.11","432","-86dBm","Beacon frame, SN=1189, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"124","10.649547872","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1191, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"125","10.752604209","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1192, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"126","10.854858136","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1193, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"127","10.958156837","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1194, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"128","11.161514011","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1196, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"129","11.263828093","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1197, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"130","11.366226838","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1198, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"131","11.367657285","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1199, FN=0, Flags=.p....F."
"132","11.468921158","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1200, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"133","11.571073654","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1201, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"134","11.673412844","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1202, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"135","11.775847314","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1203, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"136","11.878246683","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1204, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"137","11.980584775","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1205, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"138","12.083038568","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1206, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"139","12.185325024","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1207, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"140","12.287855930","Sagemcom_7d:5b:41","Broadcast","802.11","290","-84dBm","Beacon frame, SN=1208, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"141","12.390536095","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1209, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"142","12.391642844","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-86dBm","Data, SN=1210, FN=0, Flags=.p....F."
"143","12.492551200","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1211, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"144","12.595067534","Sagemcom_7d:5b:41","Broadcast","802.11","432","-86dBm","Beacon frame, SN=1212, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F[Malformed Packet]"
"145","12.697437430","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1214, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"146","12.800411321","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1215, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"147","12.902772218","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1216, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"148","13.005143400","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1217, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"149","13.107013089","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1218, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"150","13.209721001","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1219, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"151","13.311827579","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1220, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"152","13.516569371","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1223, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"153","13.536105884","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (TA)","Sagemcom_7d:5b:41 (5c:b1:3e:7d:5b:41) (RA)","802.11","108","-96dBm","Request-to-send, Flags=........"
"154","13.538430221","RivetNet_f4:86:f7 (9c:b6:d0:f4:86:f7) (TA)","Sagemcom_7d:5b:41 (5c:b1:3e:7d:5b:41) (RA)","802.11","42","-96dBm","Request-to-send, Flags=........"
"155","13.619031584","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1224, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"156","13.721372465","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1225, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"157","13.823841269","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1226, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"158","13.926229782","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1227, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"159","14.028854366","Sagemcom_7d:5b:41","Broadcast","802.11","290","-86dBm","Beacon frame, SN=1228, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"160","14.130967675","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1229, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"161","14.233418217","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1230, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"162","14.335849470","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1231, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
"163","14.337196339","Sagemcom_7d:5b:3f","Broadcast","802.11","175","-88dBm","Data, SN=1232, FN=0, Flags=.p....F."
"164","14.438224492","Sagemcom_7d:5b:41","Broadcast","802.11","290","-88dBm","Beacon frame, SN=1233, FN=0, Flags=........, BI=100, SSID=Optus_7D5B3F"
